図鑑No,名前,系統,紫卵,特性,性格,素質,HP,MP,攻,守,素早,攻魔,回魔,器用
57,だいおうキッズ,水系,5000歩,なし,ちからじまん,特,742,344,276,396,342,392,202,361
57,だいおうキッズ,水系,5000歩,なし,ちからじまん,優,698,324,260,373,322,369,190,340
57,だいおうキッズ,水系,5000歩,なし,ちからじまん,並,655,304,244,350,302,346,179,319
57,だいおうキッズ,水系,5000歩,なし,いっぴきおおかみ,極,890,427,316,430,454,510,233,434
57,だいおうキッズ,水系,5000歩,なし,いっぴきおおかみ,超,819,393,290,396,418,469,214,399
57,だいおうキッズ,水系,5000歩,なし,いっぴきおおかみ,特,756,363,268,365,386,433,198,369
57,だいおうキッズ,水系,5000歩,なし,いっぴきおおかみ,優,712,342,253,344,363,408,186,347
57,だいおうキッズ,水系,5000歩,なし,いっぴきおおかみ,並,668,320,237,323,341,382,175,325
57,だいおうキッズ,水系,5000歩,なし,むっつりスケベ,極,873,414,297,462,467,471,243,479
57,だいおうキッズ,水系,5000歩,なし,むっつりスケベ,超,803,381,274,425,430,433,224,441
57,だいおうキッズ,水系,5000歩,なし,むっつりスケベ,特,742,352,253,392,397,400,207,407
57,だいおうキッズ,水系,5000歩,なし,むっつりスケベ,優,698,331,238,369,374,377,194,384
57,だいおうキッズ,水系,5000歩,なし,むっつりスケベ,並,655,310,223,346,350,353,182,360
57,だいおうキッズ,水系,5000歩,なし,おおぐらい,極,856,405,313,475,398,452,233,456
57,だいおうキッズ,水系,5000歩,なし,おおぐらい,超,788,373,288,437,366,415,214,420
57,だいおうキッズ,水系,5000歩,なし,おおぐらい,特,728,344,266,404,338,384,198,388
57,だいおうキッズ,水系,5000歩,なし,おおぐらい,優,685,324,250,380,318,361,186,365
57,だいおうキッズ,水系,5000歩,なし,おおぐらい,並,642,304,235,356,299,339,175,342
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,ぬけめがない,極,734,258,605,407,532,143,127,566
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,ぬけめがない,超,676,238,557,375,490,132,117,521
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,ぬけめがない,特,624,220,515,346,453,122,108,482
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,ぬけめがない,優,588,207,484,326,426,115,102,453
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,ぬけめがない,並,551,194,454,306,399,108,96,425
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,おせっかい,極,698,271,593,420,532,133,138,566
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,おせっかい,超,642,250,546,386,490,123,127,521
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,おせっかい,特,593,231,504,357,453,114,117,482
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,おせっかい,優,558,217,475,336,426,107,110,453
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,おせっかい,並,523,204,445,315,399,100,103,425
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,ずのうめいせき,極,712,279,563,387,506,151,134,595
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,ずのうめいせき,超,656,257,518,356,465,139,123,547
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,ずのうめいせき,特,606,237,479,329,430,128,114,506
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,ずのうめいせき,優,570,223,451,310,405,121,107,476
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,ずのうめいせき,並,534,209,422,290,380,113,101,446
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,きれもの,極,712,271,575,387,559,155,119,595
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,きれもの,超,656,250,529,356,514,143,109,547
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,きれもの,特,606,231,489,329,475,132,101,506
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,きれもの,優,570,217,460,310,447,124,95,476
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,きれもの,並,534,204,432,290,419,116,89,446
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,ちからじまん,極,757,240,642,420,495,136,121,527
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,ちからじまん,超,696,221,590,386,456,125,111,485
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,ちからじまん,特,643,204,546,357,421,116,103,448
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,ちからじまん,優,605,192,514,336,396,109,97,422
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,ちからじまん,並,568,180,481,315,372,102,91,395
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,いっぴきおおかみ,極,771,253,624,387,559,151,119,538
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,いっぴきおおかみ,超,710,233,574,356,514,139,109,495
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,いっぴきおおかみ,特,656,215,530,329,475,128,101,458
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,いっぴきおおかみ,優,617,203,499,310,447,121,95,431
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,いっぴきおおかみ,並,579,190,468,290,419,113,89,404
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,むっつりスケベ,極,757,246,587,416,575,139,124,595
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,むっつりスケベ,超,696,226,540,382,529,128,114,547
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,むっつりスケベ,特,643,209,499,353,489,118,105,506
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,むっつりスケベ,優,605,197,470,333,460,111,99,476
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,むっつりスケベ,並,568,184,441,312,431,105,93,446
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,おおぐらい,極,742,240,618,428,490,133,119,566
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,おおぐらい,超,683,221,568,394,451,123,109,521
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,おおぐらい,特,631,204,525,364,417,114,101,482
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,おおぐらい,優,594,192,494,342,392,107,95,453
68,ズッキーニャ,植物系,5000歩,ときどきバイシオン,おおぐらい,並,557,180,463,321,368,100,89,425
67,おにこぞう,怪人系,5000歩,なし,ぬけめがない,極,734,274,676,427,570,140,122,588
67,おにこぞう,怪人系,5000歩,なし,ぬけめがない,超,676,253,622,393,525,129,113,541
67,おにこぞう,怪人系,5000歩,なし,ぬけめがない,特,624,233,575,363,485,119,104,500
67,おにこぞう,怪人系,5000歩,なし,ぬけめがない,優,588,220,541,342,456,112,98,471
67,おにこぞう,怪人系,5000歩,なし,ぬけめがない,並,551,206,507,321,428,105,92,441
67,おにこぞう,怪人系,5000歩,なし,おせっかい,極,698,288,663,440,570,131,132,588
67,おにこぞう,怪人系,5000歩,なし,おせっかい,超,642,265,610,405,525,120,122,541
67,おにこぞう,怪人系,5000歩,なし,おせっかい,特,593,245,564,374,485,111,112,500
67,おにこぞう,怪人系,5000歩,なし,おせっかい,優,558,231,530,352,456,105,106,471
67,おにこぞう,怪人系,5000歩,なし,おせっかい,並,523,216,497,330,428,98,99,441
67,おにこぞう,怪人系,5000歩,なし,ずのうめいせき,極,712,296,629,406,542,147,129,618
67,おにこぞう,怪人系,5000歩,なし,ずのうめいせき,超,656,273,579,374,499,136,118,569
67,おにこぞう,怪人系,5000歩,なし,ずのうめいせき,特,606,252,535,345,461,125,109,525
67,おにこぞう,怪人系,5000歩,なし,ずのうめいせき,優,570,237,503,325,434,118,103,494
67,おにこぞう,怪人系,5000歩,なし,ずのうめいせき,並,534,222,472,305,407,111,97,464
67,おにこぞう,怪人系,5000歩,なし,きれもの,極,712,288,643,406,599,152,114,618
67,おにこぞう,怪人系,5000歩,なし,きれもの,超,656,265,591,374,551,140,105,569
67,おにこぞう,怪人系,5000歩,なし,きれもの,特,606,245,546,345,509,129,97,525
67,おにこぞう,怪人系,5000歩,なし,きれもの,優,570,231,514,325,479,121,91,494
67,おにこぞう,怪人系,5000歩,なし,きれもの,並,534,216,482,305,449,114,86,464
67,おにこぞう,怪人系,5000歩,なし,ちからじまん,極,757,255,717,440,531,133,116,547
67,おにこぞう,怪人系,5000歩,なし,ちからじまん,超,696,235,660,405,488,123,107,504
67,おにこぞう,怪人系,5000歩,なし,ちからじまん,特,643,217,610,374,451,114,99,465
67,おにこぞう,怪人系,5000歩,なし,ちからじまん,優,605,204,574,352,425,107,93,438
67,おにこぞう,怪人系,5000歩,なし,ちからじまん,並,568,192,538,330,398,100,87,411
67,おにこぞう,怪人系,5000歩,なし,いっぴきおおかみ,極,771,269,697,406,599,147,114,559
67,おにこぞう,怪人系,5000歩,なし,いっぴきおおかみ,超,710,248,641,374,551,136,105,514
67,おにこぞう,怪人系,5000歩,なし,いっぴきおおかみ,特,656,229,592,345,509,125,97,475
67,おにこぞう,怪人系,5000歩,なし,いっぴきおおかみ,優,617,215,558,325,479,118,91,447
67,おにこぞう,怪人系,5000歩,なし,いっぴきおおかみ,並,579,202,523,305,449,111,86,419
67,おにこぞう,怪人系,5000歩,なし,むっつりスケベ,極,757,261,656,436,616,136,119,618
67,おにこぞう,怪人系,5000歩,なし,むっつりスケベ,超,696,240,604,401,567,125,109,569
67,おにこぞう,怪人系,5000歩,なし,むっつりスケベ,特,643,222,558,371,524,116,101,525
67,おにこぞう,怪人系,5000歩,なし,むっつりスケベ,優,605,209,525,349,493,109,95,494
67,おにこぞう,怪人系,5000歩,なし,むっつりスケベ,並,568,196,492,327,462,102,89,464
67,おにこぞう,怪人系,5000歩,なし,おおぐらい,極,742,255,690,449,525,131,114,588
67,おにこぞう,怪人系,5000歩,なし,おおぐらい,超,683,235,635,413,483,120,105,541
67,おにこぞう,怪人系,5000歩,なし,おおぐらい,特,631,217,587,382,446,111,97,500
67,おにこぞう,怪人系,5000歩,なし,おおぐらい,優,594,204,552,359,420,105,91,471
67,おにこぞう,怪人系,5000歩,なし,おおぐらい,並,557,192,518,337,394,98,86,441
69,あくまのツボ,物質系,5000歩,みがわり,ぬけめがない,極,1164,223,384,692,86,141,200,286
69,あくまのツボ,物質系,5000歩,みがわり,ぬけめがない,超,1071,206,354,637,80,130,184,264
69,あくまのツボ,物質系,5000歩,みがわり,ぬけめがない,特,990,190,327,589,74,120,170,244
69,あくまのツボ,物質系,5000歩,みがわり,ぬけめがない,優,932,179,308,554,69,113,160,229
69,あくまのツボ,物質系,5000歩,みがわり,ぬけめがない,並,873,168,288,519,65,106,150,215
69,あくまのツボ,物質系,5000歩,みがわり,おせっかい,極,1106,235,377,713,86,132,216,286
69,あくまのツボ,物質系,5000歩,みがわり,おせっかい,超,1018,216,347,656,80,121,199,264
69,あくまのツボ,物質系,5000歩,みがわり,おせっかい,特,940,200,320,606,74,112,184,244
69,あくまのツボ,物質系,5000歩,みがわり,おせっかい,優,885,188,302,571,69,105,173,229
69,あくまのツボ,物質系,5000歩,みがわり,おせっかい,並,830,176,283,535,65,99,162,215
69,あくまのツボ,物質系,5000歩,みがわり,ずのうめいせき,極,1130,241,358,658,82,149,210,301
69,あくまのツボ,物質系,5000歩,みがわり,ずのうめいせき,超,1039,222,329,605,76,137,194,277
69,あくまのツボ,物質系,5000歩,みがわり,ずのうめいせき,特,960,205,304,559,70,126,179,256
69,あくまのツボ,物質系,5000歩,みがわり,ずのうめいせき,優,904,193,286,526,66,119,168,241
69,あくまのツボ,物質系,5000歩,みがわり,ずのうめいせき,並,847,181,268,494,62,112,158,226
69,あくまのツボ,物質系,5000歩,みがわり,きれもの,極,1130,235,365,658,91,153,186,301
69,あくまのツボ,物質系,5000歩,みがわり,きれもの,超,1039,216,336,605,84,141,172,277
69,あくまのツボ,物質系,5000歩,みがわり,きれもの,特,960,200,311,559,77,130,159,256
69,あくまのツボ,物質系,5000歩,みがわり,きれもの,優,904,188,292,526,73,122,149,241
69,あくまのツボ,物質系,5000歩,みがわり,きれもの,並,847,176,274,494,68,115,140,226
69,あくまのツボ,物質系,5000歩,みがわり,ちからじまん,極,1199,208,408,713,80,134,190,266
69,あくまのツボ,物質系,5000歩,みがわり,ちからじまん,超,1104,191,375,656,74,124,175,245
69,あくまのツボ,物質系,5000歩,みがわり,ちからじまん,特,1020,177,346,606,68,114,162,227
69,あくまのツボ,物質系,5000歩,みがわり,ちからじまん,優,960,166,326,571,64,108,152,213
69,あくまのツボ,物質系,5000歩,みがわり,ちからじまん,並,900,156,306,535,60,101,143,200
69,あくまのツボ,物質系,5000歩,みがわり,いっぴきおおかみ,極,1223,219,396,658,91,149,186,272
69,あくまのツボ,物質系,5000歩,みがわり,いっぴきおおかみ,超,1125,202,364,605,84,137,172,250
69,あくまのツボ,物質系,5000歩,みがわり,いっぴきおおかみ,特,1039,186,337,559,77,126,159,231
69,あくまのツボ,物質系,5000歩,みがわり,いっぴきおおかみ,優,978,175,317,526,73,119,149,218
69,あくまのツボ,物質系,5000歩,みがわり,いっぴきおおかみ,並,917,164,297,494,68,112,140,204
69,あくまのツボ,物質系,5000歩,みがわり,むっつりスケベ,極,1199,212,373,706,93,137,194,301
69,あくまのツボ,物質系,5000歩,みがわり,むっつりスケベ,超,1104,195,343,650,86,126,179,277
69,あくまのツボ,物質系,5000歩,みがわり,むっつりスケベ,特,1020,181,317,600,79,117,165,256
69,あくまのツボ,物質系,5000歩,みがわり,むっつりスケベ,優,960,170,298,565,75,110,156,241
69,あくまのツボ,物質系,5000歩,みがわり,むっつりスケベ,並,900,159,280,530,70,103,146,226
69,あくまのツボ,物質系,5000歩,みがわり,おおぐらい,極,1176,208,392,727,80,132,186,286
69,あくまのツボ,物質系,5000歩,みがわり,おおぐらい,超,1082,191,361,669,73,121,172,264
69,あくまのツボ,物質系,5000歩,みがわり,おおぐらい,特,1000,177,333,618,68,112,159,244
69,あくまのツボ,物質系,5000歩,みがわり,おおぐらい,優,941,166,314,582,64,105,149,229
69,あくまのツボ,物質系,5000歩,みがわり,おおぐらい,並,882,156,294,545,60,99,140,215
66,ビッグハット,けもの系,5000歩,なし,ぬけめがない,極,928,369,328,515,298,396,269,365
66,ビッグハット,けもの系,5000歩,なし,ぬけめがない,超,854,340,302,474,275,365,248,336
66,ビッグハット,けもの系,5000歩,なし,ぬけめがない,特,789,314,279,438,254,337,229,311
66,ビッグハット,けもの系,5000歩,なし,ぬけめがない,優,743,296,263,412,239,317,216,292
66,ビッグハット,けもの系,5000歩,なし,ぬけめがない,並,696,277,246,387,224,297,202,274
66,ビッグハット,けもの系,5000歩,なし,おせっかい,極,882,388,322,531,298,369,291,365
66,ビッグハット,けもの系,5000歩,なし,おせっかい,超,812,357,296,489,275,339,268,336
66,ビッグハット,けもの系,5000歩,なし,おせっかい,特,750,330,274,451,254,314,247,311
66,ビッグハット,けもの系,5000歩,なし,おせっかい,優,706,310,258,425,239,295,233,292
66,ビッグハット,けもの系,5000歩,なし,おせっかい,並,662,291,242,398,224,277,218,274
66,ビッグハット,けもの系,5000歩,なし,ずのうめいせき,極,901,399,306,490,284,416,283,384
66,ビッグハット,けもの系,5000歩,なし,ずのうめいせき,超,829,367,281,451,261,383,260,353
66,ビッグハット,けもの系,5000歩,なし,ずのうめいせき,特,766,339,260,416,241,354,241,326
66,ビッグハット,けもの系,5000歩,なし,ずのうめいせき,優,721,319,245,392,227,333,226,307
66,ビッグハット,けもの系,5000歩,なし,ずのうめいせき,並,676,299,229,367,213,312,212,288
66,ビッグハット,けもの系,5000歩,なし,きれもの,極,901,388,312,490,313,428,251,384
66,ビッグハット,けもの系,5000歩,なし,きれもの,超,829,357,287,451,288,394,231,353
66,ビッグハット,けもの系,5000歩,なし,きれもの,特,766,330,265,416,266,364,213,326
66,ビッグハット,けもの系,5000歩,なし,きれもの,優,721,310,250,392,251,343,201,307
66,ビッグハット,けもの系,5000歩,なし,きれもの,並,676,291,234,367,235,321,188,288
66,ビッグハット,けもの系,5000歩,なし,ちからじまん,極,956,344,348,531,278,377,256,340
66,ビッグハット,けもの系,5000歩,なし,ちからじまん,超,880,316,320,489,255,347,236,313
66,ビッグハット,けもの系,5000歩,なし,ちからじまん,特,813,292,296,451,236,320,218,289
66,ビッグハット,けもの系,5000歩,なし,ちからじまん,優,765,275,279,425,222,301,205,272
66,ビッグハット,けもの系,5000歩,なし,ちからじまん,並,717,258,261,398,208,283,192,255
66,ビッグハット,けもの系,5000歩,なし,いっぴきおおかみ,極,975,362,338,490,313,416,251,347
66,ビッグハット,けもの系,5000歩,なし,いっぴきおおかみ,超,897,333,311,451,288,383,231,320
66,ビッグハット,けもの系,5000歩,なし,いっぴきおおかみ,特,829,308,288,416,266,354,213,295
66,ビッグハット,けもの系,5000歩,なし,いっぴきおおかみ,優,780,290,271,392,251,333,201,278
66,ビッグハット,けもの系,5000歩,なし,いっぴきおおかみ,並,731,272,254,367,235,312,188,261
66,ビッグハット,けもの系,5000歩,なし,むっつりスケベ,極,956,351,319,526,322,385,261,384
66,ビッグハット,けもの系,5000歩,なし,むっつりスケベ,超,880,323,293,484,297,354,241,353
66,ビッグハット,けもの系,5000歩,なし,むっつりスケベ,特,813,298,271,447,274,327,222,326
66,ビッグハット,けもの系,5000歩,なし,むっつりスケベ,優,765,281,255,421,258,308,209,307
66,ビッグハット,けもの系,5000歩,なし,むっつりスケベ,並,717,263,239,394,242,289,196,288
66,ビッグハット,けもの系,5000歩,なし,おおぐらい,極,938,344,335,541,275,369,251,365
66,ビッグハット,けもの系,5000歩,なし,おおぐらい,超,863,316,308,498,253,339,231,336
66,ビッグハット,けもの系,5000歩,なし,おおぐらい,特,797,292,285,460,234,314,213,311
66,ビッグハット,けもの系,5000歩,なし,おおぐらい,優,750,275,268,433,220,295,201,292
66,ビッグハット,けもの系,5000歩,なし,おおぐらい,並,703,258,251,406,206,277,188,274
10005,ドラティー,鳥系,5000歩,なし,ぬけめがない,極,835,346,535,449,446,486,194,344
10005,ドラティー,鳥系,5000歩,なし,ぬけめがない,超,769,319,493,414,411,448,179,317
10005,ドラティー,鳥系,5000歩,なし,ぬけめがない,特,710,295,455,382,380,414,165,293
10005,ドラティー,鳥系,5000歩,なし,ぬけめがない,優,668,277,428,360,357,389,156,276
10005,ドラティー,鳥系,5000歩,なし,ぬけめがない,並,627,260,402,337,335,365,146,258
10005,ドラティー,鳥系,5000歩,なし,おせっかい,極,794,364,525,463,446,452,210,344
10005,ドラティー,鳥系,5000歩,なし,おせっかい,超,730,335,483,426,411,416,193,317
10005,ドラティー,鳥系,5000歩,なし,おせっかい,特,675,309,446,394,380,385,179,293
10005,ドラティー,鳥系,5000歩,なし,おせっかい,優,635,291,420,370,357,362,168,276
10005,ドラティー,鳥系,5000歩,なし,おせっかい,並,595,273,394,347,335,339,158,258
10005,ドラティー,鳥系,5000歩,なし,ずのうめいせき,極,810,374,498,427,424,511,204,362
10005,ドラティー,鳥系,5000歩,なし,ずのうめいせき,超,746,344,458,393,390,470,188,333
10005,ドラティー,鳥系,5000歩,なし,ずのうめいせき,特,689,318,423,363,361,434,174,308
10005,ドラティー,鳥系,5000歩,なし,ずのうめいせき,優,648,299,399,342,339,409,163,289
10005,ドラティー,鳥系,5000歩,なし,ずのうめいせき,並,608,281,374,320,318,383,153,271
10005,ドラティー,鳥系,5000歩,なし,きれもの,極,810,364,509,427,469,525,181,362
10005,ドラティー,鳥系,5000歩,なし,きれもの,超,746,335,468,393,431,483,166,333
10005,ドラティー,鳥系,5000歩,なし,きれもの,特,689,309,433,363,399,447,154,308
10005,ドラティー,鳥系,5000歩,なし,きれもの,優,648,291,407,342,375,420,145,289
10005,ドラティー,鳥系,5000歩,なし,きれもの,並,608,273,382,320,352,394,136,271
10005,ドラティー,鳥系,5000歩,なし,ちからじまん,極,861,322,568,463,415,462,185,320
10005,ドラティー,鳥系,5000歩,なし,ちからじまん,超,792,297,522,426,382,425,170,295
10005,ドラティー,鳥系,5000歩,なし,ちからじまん,特,732,274,483,394,353,393,157,272
10005,ドラティー,鳥系,5000歩,なし,ちからじまん,優,689,258,454,370,332,370,148,256
10005,ドラティー,鳥系,5000歩,なし,ちからじまん,並,646,242,426,347,312,347,139,240
10005,ドラティー,鳥系,5000歩,なし,いっぴきおおかみ,極,877,340,552,427,469,511,181,327
10005,ドラティー,鳥系,5000歩,なし,いっぴきおおかみ,超,807,312,507,393,431,470,166,301
10005,ドラティー,鳥系,5000歩,なし,いっぴきおおかみ,特,746,289,469,363,399,434,154,278
10005,ドラティー,鳥系,5000歩,なし,いっぴきおおかみ,優,702,272,441,342,375,409,145,262
10005,ドラティー,鳥系,5000歩,なし,いっぴきおおかみ,並,658,255,414,320,352,383,136,246
10005,ドラティー,鳥系,5000歩,なし,むっつりスケベ,極,861,329,519,458,482,472,189,362
10005,ドラティー,鳥系,5000歩,なし,むっつりスケベ,超,792,303,478,422,444,434,174,333
10005,ドラティー,鳥系,5000歩,なし,むっつりスケベ,特,732,280,442,390,410,401,160,308
10005,ドラティー,鳥系,5000歩,なし,むっつりスケベ,優,689,263,416,367,386,378,151,289
10005,ドラティー,鳥系,5000歩,なし,むっつりスケベ,並,646,247,390,344,362,354,142,271
10005,ドラティー,鳥系,5000歩,なし,おおぐらい,極,844,322,546,472,411,452,181,344
10005,ドラティー,鳥系,5000歩,なし,おおぐらい,超,776,297,503,434,378,416,166,317
10005,ドラティー,鳥系,5000歩,なし,おおぐらい,特,717,274,464,401,349,385,154,293
10005,ドラティー,鳥系,5000歩,なし,おおぐらい,優,675,258,437,378,329,362,145,276
10005,ドラティー,鳥系,5000歩,なし,おおぐらい,並,633,242,410,354,308,339,136,258
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,ぬけめがない,極,951,387,343,437,328,326,384,182
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,ぬけめがない,超,875,357,316,403,302,300,354,168
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,ぬけめがない,特,809,329,292,372,279,278,327,155
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,ぬけめがない,優,761,310,275,350,263,261,308,146
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,ぬけめがない,並,714,291,258,328,246,245,288,137
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,おせっかい,極,904,407,337,451,328,304,415,182
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,おせっかい,超,832,374,310,415,302,279,382,168
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,おせっかい,特,768,346,286,383,279,258,353,155
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,おせっかい,優,723,326,269,361,263,243,332,146
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,おせっかい,並,678,305,253,338,246,228,312,137
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,ずのうめいせき,極,923,418,319,416,312,343,404,192
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,ずのうめいせき,超,849,385,294,382,287,315,371,176
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,ずのうめいせき,特,785,356,272,353,265,291,343,163
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,ずのうめいせき,優,738,335,256,333,250,274,323,153
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,ずのうめいせき,並,692,314,240,312,234,257,303,144
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,きれもの,極,923,407,326,416,345,353,358,192
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,きれもの,超,849,374,300,382,317,324,329,176
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,きれもの,特,785,346,277,353,293,300,304,163
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,きれもの,優,738,326,261,333,276,282,286,153
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,きれもの,並,692,305,245,312,259,265,268,144
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,ちからじまん,極,980,360,364,451,306,310,365,170
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,ちからじまん,超,902,332,335,415,281,285,336,156
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,ちからじまん,特,833,306,310,383,260,264,311,144
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,ちからじまん,優,784,288,291,361,245,248,292,136
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,ちからじまん,並,735,270,273,338,229,233,274,127
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,いっぴきおおかみ,極,999,380,354,416,345,343,358,173
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,いっぴきおおかみ,超,919,349,326,382,317,315,329,160
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,いっぴきおおかみ,特,849,323,301,353,293,291,304,147
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,いっぴきおおかみ,優,799,304,283,333,276,274,286,139
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,いっぴきおおかみ,並,749,285,265,312,259,257,268,130
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,むっつりスケベ,極,980,368,333,446,355,317,373,192
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,むっつりスケベ,超,902,339,307,411,326,291,343,176
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,むっつりスケベ,特,833,313,283,379,302,269,317,163
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,むっつりスケベ,優,784,295,267,357,284,253,298,153
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,むっつりスケベ,並,735,276,250,335,266,238,280,144
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,おおぐらい,極,961,360,350,459,302,304,358,182
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,おおぐらい,超,884,332,322,423,278,279,329,168
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,おおぐらい,特,817,306,298,391,257,258,304,155
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,おおぐらい,優,769,288,280,368,242,243,286,146
10007,もじゃろ,けもの系,5000歩,ときどきいやしのかぜ,おおぐらい,並,721,270,263,345,227,228,268,137
75,ももんじゃ,けもの系,5000歩,ときどきいやしのかぜ,ぬけめがない,極,951,387,343,437,328,326,384,182
75,ももんじゃ,けもの系,5000歩,ときどきいやしのかぜ,ぬけめがない,超,875,357,316,403,302,300,354,168
75,ももんじゃ,けもの系,5000歩,ときどきいやしのかぜ,ぬけめがない,特,809,329,292,372,279,278,327,155
75,ももんじゃ,けもの系,5000歩,ときどきいやしのかぜ,ぬけめがない,優,761,310,275,350,263,261,308,146
75,ももんじゃ,けもの系,5000歩,ときどきいやしのかぜ,ぬけめがない,並,714,291,258,328,246,245,288,137
75,ももんじゃ,けもの系,5000歩,ときどきいやしのかぜ,おせっかい,極,904,407,337,451,328,304,415,182
75,ももんじゃ,けもの系,5000歩,ときどきいやしのかぜ,おせっかい,超,832,374,310,415,302,279,382,168
75,ももんじゃ,けもの系,5000歩,ときどきいやしのかぜ,おせっかい,特,768,346,286,383,279,258,353,155
75,ももんじゃ,けもの系,5000歩,ときどきいやしのかぜ,おせっかい,優,723,326,269,361,263,243,332,146
75,ももんじゃ,けもの系,5000歩,ときどきいやしのかぜ,おせっかい,並,678,305,253,338,246,228,312,137
75,ももんじゃ,けもの系,5000歩,ときどきいやしのかぜ,ずのうめいせき,極,923,418,319,416,312,343,404,192
75,ももんじゃ,けもの系,5000歩,ときどきいやしのかぜ,ずのうめいせき,超,849,385,294,382,287,315,371,176
